chlorides,total_sulfur_dioxide,density,pH,alcohol,high_quality
0.031,167.0,0.9948,3.12,11.3,1
0.031,167.0,0.9948,3.12,11.3,1
0.03,153.0,0.9953,3.13,12.0,1
0.031,167.0,0.9948,3.12,11.3,1
0.03,153.0,0.9953,3.13,12.0,1
0.044,160.0,0.9949,3.6,10.6,0
0.211,213.0,0.9988,2.99,9.3,0
0.123,104.0,0.9954,3.04,9.4,0
0.037,102.0,0.992,3.27,11.0,1
0.052,247.0,0.9984,3.44,9.3,0
0.123,104.0,0.9954,3.04,9.4,0
0.054,164.0,0.9926,3.42,10.5,0
0.037,102.0,0.992,3.27,11.0,1
0.039,249.0,0.9976,3.07,9.5,0
0.059,139.0,0.9972,3.33,11.2,0
0.029,94.0,0.991,3.29,12.3,0
0.049,157.0,0.998,3.27,9.0,0
0.041,180.0,0.9966,3.07,9.0,0
0.049,157.0,0.998,3.27,9.0,0
0.052,243.0,1.0007,2.98,9.0,0
0.042,189.0,0.992,3.25,11.4,0
0.046,181.0,0.9925,3.2,11.0,1
0.029,94.0,0.991,3.29,12.3,0
0.049,127.0,0.9934,3.6,10.4,1
0.058,107.0,0.9955,3.28,10.3,0
0.048,172.0,0.9944,3.29,10.5,1
0.053,197.0,0.9981,3.14,9.8,0
0.056,181.0,0.9968,3.11,10.0,0
0.056,176.0,0.9946,3.14,9.7,0
0.056,171.0,0.9946,3.13,9.7,0
0.053,197.0,0.9981,3.14,9.8,0
0.046,161.0,0.9946,3.32,10.5,0
0.054,186.0,0.997,3.14,10.0,0
0.054,104.0,0.9924,3.24,11.5,1
0.049,202.0,0.9958,3.24,9.5,0
0.042,122.0,0.994,3.43,10.5,0
0.255,142.0,0.9958,3.12,10.2,0
0.05,199.0,0.9984,3.34,9.8,0
0.031,137.0,0.9948,3.1,11.6,0
0.031,144.0,0.9932,3.15,11.8,1
0.035,140.0,0.9952,3.04,10.1,1
0.049,163.0,0.9924,3.31,10.3,0
0.048,168.0,0.9945,3.34,10.4,0
0.047,166.0,0.9976,3.09,8.9,0
0.047,166.0,0.9976,3.09,8.9,0
0.034,154.0,0.9938,3.06,10.8,0
0.058,165.0,0.9997,3.38,9.2,0
0.053,140.0,0.994,3.18,9.6,0
0.032,78.0,0.9921,3.08,10.4,0
0.043,248.0,0.9986,3.03,8.7,0
0.043,103.0,0.9987,3.06,9.2,0
0.045,213.0,0.9991,3.18,9.2,0
0.043,103.0,0.9987,3.06,9.2,0
0.045,213.0,0.9991,3.18,9.2,0
0.045,213.0,0.9991,3.18,9.2,0
0.029,124.0,0.9948,3.4,10.2,0
0.043,103.0,0.9987,3.06,9.2,0
0.036,107.0,0.993,3.2,9.0,0
0.05,178.0,0.9988,3.37,9.7,0
0.049,185.0,1.0,3.34,9.6,0
0.036,112.0,0.9932,3.14,10.0,0
0.045,213.0,0.9991,3.18,9.2,0
0.045,197.0,0.9989,3.18,9.1,0
0.046,142.0,1.0,3.3,8.7,0
0.046,142.0,1.0,3.3,8.7,0
0.056,161.0,0.9952,3.14,9.5,0
0.039,212.0,0.9969,2.93,9.5,0
0.037,166.0,0.9966,2.9,8.9,0
0.037,166.0,0.9966,2.9,8.9,0
0.053,89.0,0.9976,3.29,9.9,0
0.03,104.0,0.99,3.29,12.6,1
0.033,166.0,0.9988,2.72,9.7,0
0.039,118.0,0.9942,2.96,10.4,0
0.04,183.0,0.9984,2.93,9.1,0
0.04,106.0,0.9932,3.01,10.4,0
0.039,212.0,0.9969,2.93,9.5,0
0.037,166.0,0.9966,2.9,8.9,0
0.037,120.0,0.9933,3.16,10.6,0
0.029,158.0,0.9916,3.12,12.0,1
0.038,98.0,0.9914,2.93,12.5,1
0.062,126.0,0.9966,3.21,9.6,0
0.045,180.0,0.9958,3.08,9.2,0
0.041,71.0,0.9926,3.04,9.9,0
0.036,112.0,0.9939,2.96,11.7,0
0.049,153.0,0.9953,3.09,9.6,0
0.033,135.0,0.9906,3.0,12.0,0
0.038,98.0,0.9914,2.93,12.5,1
0.045,180.0,0.9958,3.08,9.2,0
0.041,71.0,0.9926,3.04,9.9,0
0.044,177.0,0.9991,3.17,8.9,0
0.049,189.0,0.9994,3.24,9.0,0
0.052,158.0,0.9976,3.03,10.2,1
0.062,126.0,0.9966,3.21,9.6,0
0.055,127.0,0.9953,3.29,9.4,0
0.028,59.0,0.9923,2.97,10.4,0
0.032,106.0,0.993,3.15,10.4,0
0.204,97.0,0.9931,3.16,10.0,0
0.208,96.0,0.9932,3.16,10.0,0
0.052,169.0,0.9926,3.05,10.5,0
0.047,193.0,0.9938,3.23,11.4,0
0.036,172.0,0.9966,3.08,10.2,0
0.043,228.0,0.9974,3.04,10.4,0
0.047,307.5,0.9924,3.24,11.0,0
0.042,93.0,0.9948,2.89,10.1,0
0.083,182.0,0.9964,3.0,9.2,0
0.04,87.0,0.9924,3.23,10.3,0
0.036,172.0,0.9966,3.08,10.2,0
0.043,228.0,0.9974,3.04,10.4,0
0.08,172.0,0.9938,3.23,11.1,1
0.031,84.0,0.9928,3.33,9.9,0
0.052,143.0,0.9959,3.14,9.0,0
0.052,256.0,1.0001,2.93,8.6,0
0.052,143.0,0.9959,3.14,9.0,0
0.052,256.0,1.0001,2.93,8.6,0
0.041,195.0,0.9968,3.18,9.5,0
0.051,197.0,0.9932,3.02,9.0,0
0.049,152.0,0.9954,2.99,10.0,0
0.066,158.0,0.9992,3.6,9.0,0
0.051,197.0,0.9932,3.02,9.0,0
0.046,135.0,0.9939,3.34,10.2,1
0.054,160.0,0.9952,3.04,9.6,0
0.036,219.0,0.9996,2.96,9.7,0
0.046,185.0,0.9966,3.02,10.2,0
0.028,142.0,0.9925,3.01,13.0,1
0.044,172.0,0.996,3.37,10.8,0
0.036,219.0,0.9996,2.96,9.7,0
0.063,169.0,0.9973,2.89,9.0,0
0.027,63.0,0.9937,3.37,9.9,0
0.058,89.0,0.9966,3.29,9.2,0
0.056,238.0,1.0017,2.96,8.7,0
0.024,91.0,0.993,2.79,10.1,0
0.024,91.0,0.993,2.79,10.1,0
0.039,123.0,0.9959,2.9,9.5,0
0.041,99.0,0.9958,3.17,9.9,0
0.056,238.0,1.0017,2.96,8.7,0
0.046,173.0,0.9958,3.19,9.0,0
0.076,163.0,0.9979,3.03,8.6,0
0.047,114.0,0.9941,3.12,10.5,0
0.044,186.0,0.997,3.09,9.5,1
0.047,142.0,0.9934,3.43,10.1,0
0.03,164.0,0.9927,3.53,11.7,1
0.036,116.0,0.9944,3.23,10.7,0
0.03,164.0,0.9927,3.53,11.7,1
0.086,133.0,0.9963,3.15,9.2,0
0.084,139.0,1.0011,3.17,8.8,0
0.084,139.0,1.0011,3.17,8.8,0
0.048,197.0,0.9959,3.24,9.5,0
0.057,208.0,0.9973,3.57,10.2,0
0.048,143.0,0.9966,3.25,9.1,0
0.044,103.0,0.9932,3.19,10.5,0
0.042,184.0,0.9984,3.09,9.0,0
0.056,212.5,0.999,3.14,8.9,1
0.056,212.5,0.999,3.14,8.9,1
0.056,212.5,0.999,3.14,8.9,1
0.056,212.5,0.999,3.14,8.9,1
0.056,212.5,0.999,3.14,8.9,1
0.049,181.0,1.0006,3.2,9.1,0
0.047,151.0,0.9937,3.2,10.1,0
0.043,176.0,0.9954,3.12,10.0,0
0.043,201.0,0.997,3.11,9.5,0
0.034,102.0,0.9912,3.08,12.3,1
0.054,110.0,0.9939,3.24,9.1,0
0.056,212.5,0.999,3.14,8.9,1
0.057,103.0,0.9957,3.5,9.6,0
0.053,180.0,0.9926,3.13,11.6,0
0.043,168.0,0.9994,3.34,8.8,0
0.055,170.0,1.0004,3.34,8.9,0
0.043,168.0,0.9994,3.34,8.8,0
0.055,170.0,1.0004,3.34,8.9,0
0.055,170.0,1.0004,3.34,8.9,0
0.055,197.0,1.0002,3.13,9.0,0
0.04,145.0,0.9922,3.19,10.0,0
0.038,147.0,0.9922,3.18,10.0,0
0.047,154.0,0.9934,3.36,11.1,0
0.053,180.0,0.9926,3.13,11.6,0
0.043,178.0,0.9941,3.42,10.6,0
0.043,168.0,0.9994,3.34,8.8,0
0.055,170.0,1.0004,3.34,8.9,0
0.038,84.0,0.9924,3.34,10.1,0
0.043,159.0,0.9948,3.52,10.0,0
0.034,98.0,0.9935,3.18,12.2,1
0.035,95.0,0.9918,3.23,11.0,0
0.043,159.0,0.9948,3.52,10.0,0
0.064,160.0,0.9924,3.37,11.1,0
0.046,133.0,0.9979,3.22,10.4,0
0.026,71.0,0.993,2.94,11.8,0
0.028,84.0,0.994,3.11,10.8,0
0.023,110.0,0.991,3.3,12.5,1
0.026,71.0,0.993,2.94,11.8,0
0.049,136.0,0.9922,3.25,11.6,1
0.046,133.0,0.9979,3.22,10.4,0
0.05,163.0,0.9937,3.19,11.5,0
0.051,142.0,0.9928,3.23,10.1,0
0.04,215.0,0.9965,3.11,9.2,0
0.051,142.0,0.9928,3.23,10.1,0
0.168,190.0,0.9991,3.07,9.2,0
0.16,149.0,0.9948,3.08,8.9,0
0.179,60.0,0.9925,3.09,10.1,0
0.046,180.0,0.9958,3.13,8.9,0
0.037,150.0,0.9962,3.1,9.7,0
0.04,215.0,0.9965,3.11,9.2,0
0.034,145.0,0.9951,3.06,11.0,0
0.042,160.0,0.9944,3.14,10.7,0
0.024,101.0,0.9916,3.24,10.8,0
0.049,183.0,0.9987,3.41,9.8,0
0.038,124.0,0.9928,3.25,11.0,0
0.018,72.0,0.9926,2.97,10.4,0
0.046,155.0,0.9934,3.8,10.2,0
0.042,160.0,0.9944,3.14,10.7,0
0.029,104.0,0.9949,3.34,9.0,0
0.042,71.0,0.9926,3.08,10.6,0
0.032,212.0,0.997,3.22,9.5,0
0.029,104.0,0.9949,3.34,9.0,0
0.028,104.0,0.9948,3.34,9.2,0
0.03,107.0,0.992,2.97,11.0,0
0.034,115.0,0.9964,3.28,9.9,0
0.042,71.0,0.9926,3.08,10.6,0
0.046,126.0,0.9982,3.38,9.3,0
0.052,156.0,0.9955,3.14,9.6,0
0.05,155.0,0.9955,3.14,9.5,0
0.031,172.0,0.9958,3.39,9.7,1
0.034,123.0,0.9997,2.93,9.7,0
0.042,146.0,1.0001,3.3,8.7,0
0.042,146.0,1.0001,3.3,8.7,0
0.026,101.0,0.9918,3.01,12.4,0
0.026,101.0,0.9918,3.01,12.4,0
0.029,155.0,0.9931,3.07,10.6,0
0.042,146.0,1.0001,3.3,8.7,0
0.031,151.0,0.9926,3.36,12.0,1
0.044,227.0,0.9966,3.12,9.0,0
0.04,169.0,0.9932,3.13,8.8,0
0.04,223.0,0.9969,3.22,9.5,0
0.036,96.0,0.9925,3.32,10.8,0
0.047,132.0,0.9914,3.16,11.4,0
0.049,123.0,0.996,3.6,10.3,0
0.042,180.0,0.9952,3.3,9.5,0
0.05,127.0,0.9934,3.15,9.9,0
0.051,142.0,0.9939,3.16,10.2,0
0.051,146.0,0.9939,3.16,10.2,0
0.029,104.0,0.9906,3.44,11.0,0
0.03,126.0,0.9901,3.22,12.1,1
0.057,173.0,0.9948,3.26,9.1,0
0.04,140.0,0.995,3.26,9.5,0
0.043,164.0,0.9953,3.27,9.5,0
0.045,189.0,0.9953,3.31,9.8,0
0.042,180.0,0.9952,3.3,9.5,0
0.049,123.0,0.996,3.6,10.3,0
0.039,124.0,0.9948,3.3,9.6,0
0.055,198.0,0.9951,3.52,10.2,0
0.042,119.0,0.9931,3.68,10.5,0
0.044,117.0,0.9962,3.32,10.4,0
0.039,124.0,0.9948,3.3,9.6,0
0.046,95.0,0.9959,3.22,10.7,0
0.036,119.0,0.9962,3.15,10.5,0
0.029,111.0,0.9958,2.85,10.6,0
0.053,150.0,0.9948,3.29,9.6,0
0.053,150.0,0.9948,3.29,9.6,0
0.05,101.0,0.994,3.14,9.5,0
0.049,153.0,0.9942,3.12,9.4,0
0.046,130.0,0.9942,3.22,9.8,0
0.053,150.0,0.9948,3.29,9.6,0
0.044,172.0,0.9964,3.16,9.2,0
0.045,176.0,0.9958,3.17,9.5,0
0.043,93.0,0.9932,3.34,9.2,0
0.052,136.0,0.9986,2.94,9.4,0
0.052,136.0,0.9986,2.94,9.4,0
0.048,146.0,0.9988,3.4,9.3,0
0.05,129.0,0.9953,3.19,9.1,0
0.046,145.0,0.9983,3.36,9.5,0
0.056,163.0,1.0,3.42,9.1,0
0.043,153.0,0.9951,3.63,10.6,0
0.046,145.0,0.9983,3.36,9.5,0
0.042,85.0,0.9906,3.19,12.4,0
0.047,237.0,0.9981,3.18,8.7,0
0.056,128.0,0.9936,3.12,8.8,0
0.043,153.0,0.9951,3.63,10.6,0
0.05,129.0,0.9953,3.19,9.1,0
0.057,234.0,1.0005,3.02,9.0,0
0.048,141.0,0.9972,3.16,10.3,0
0.056,163.0,1.0,3.42,9.1,0
0.038,186.0,0.9969,3.12,9.5,0
0.05,138.0,1.0001,3.3,8.8,0
0.05,138.0,1.0001,3.3,8.8,0
0.05,138.0,1.0001,3.3,8.8,0
0.05,93.0,0.9934,3.38,9.9,0
0.038,186.0,0.9969,3.12,9.5,0
0.05,138.0,1.0001,3.3,8.8,0
0.034,68.0,0.9902,3.14,11.7,0
0.04,117.0,0.993,3.21,10.8,0
0.041,126.0,0.9914,3.43,12.0,0
0.033,122.0,0.9941,3.2,10.3,0
0.076,154.0,0.9967,3.05,9.0,0
0.035,109.0,0.9918,3.19,12.2,1
0.051,173.0,0.998,3.39,9.9,0
0.076,154.0,0.9967,3.05,9.0,0
0.035,109.0,0.9918,3.19,12.2,1
0.048,163.0,0.9957,3.2,10.1,0
0.056,174.0,0.9986,3.31,9.3,0
0.062,344.0,0.9958,3.1,9.5,0
0.054,146.0,0.9948,3.43,9.2,0
0.036,115.0,0.9918,3.27,11.7,0
0.04,144.0,0.9923,3.35,11.0,0
0.056,158.0,0.9998,3.37,9.6,0
0.056,158.0,0.9998,3.37,9.6,0
0.03,162.0,0.9914,2.99,11.9,0
0.041,118.0,0.9939,3.25,10.8,0
0.054,224.0,0.9966,3.38,10.1,0
0.058,132.0,0.995,3.25,10.9,0
0.054,224.0,0.9966,3.38,10.1,0
0.06,102.0,0.994,3.27,10.4,0
0.056,105.0,0.9972,3.05,9.2,0
0.056,117.0,0.9998,3.27,9.6,0
0.056,117.0,0.9998,3.27,9.6,0
0.047,179.0,0.9982,3.1,9.0,0
0.037,89.0,0.9924,3.4,11.5,1
0.053,145.0,0.9972,3.17,10.2,0
0.054,165.0,0.997,3.4,9.9,0
0.056,105.0,0.9954,3.44,9.6,0
0.04,142.0,0.9962,3.1,10.6,0
0.056,105.0,0.9972,3.05,9.2,0
0.038,99.0,0.9921,3.24,11.8,0
0.035,102.0,0.9905,3.18,12.2,0
0.056,117.0,0.9998,3.27,9.6,0
0.052,76.0,0.993,3.2,10.6,0
0.054,91.0,0.9941,3.27,10.3,0
0.052,187.0,0.9994,3.12,10.2,0
0.035,181.0,0.9962,3.11,10.7,0
0.038,76.0,0.992,3.05,11.7,0
0.031,92.0,0.9922,3.01,12.0,0
0.048,105.0,0.994,3.52,10.6,0
0.031,61.0,0.9897,3.3,12.2,0
0.04,124.0,0.9954,3.47,11.0,0
0.03,79.0,0.99,3.23,12.4,1
0.087,115.0,0.9948,2.77,9.4,0
0.031,92.0,0.9922,3.01,12.0,0
0.028,130.0,0.998,2.96,11.6,0
0.069,162.0,0.9944,3.18,9.4,0
0.069,162.0,0.9944,3.18,9.4,0
0.053,229.0,0.9986,3.14,9.1,1
0.053,229.0,0.9986,3.14,9.1,1
0.053,229.0,0.9986,3.14,9.1,1
0.053,229.0,0.9986,3.14,9.1,1
0.053,229.0,0.9986,3.14,9.1,1
0.042,117.0,0.996,3.23,9.2,0
0.05,163.0,0.9999,3.15,9.2,0
0.053,229.0,0.9986,3.14,9.1,1
0.053,212.0,0.9986,3.14,9.1,1
0.042,117.0,0.996,3.23,9.2,0
0.06,126.0,0.9951,3.25,9.0,1
0.05,163.0,0.9999,3.15,9.2,0
0.047,106.0,0.993,3.22,10.8,0
0.053,146.0,0.9982,3.4,9.5,0
0.044,114.0,0.992,3.11,11.0,0
0.041,146.0,0.9963,3.24,10.0,0
0.04,141.0,0.995,3.22,9.5,0
0.041,109.0,0.9956,3.29,10.1,0
0.051,94.0,0.997,3.19,9.5,1
0.217,74.0,0.9936,3.08,9.5,0
0.056,137.0,0.9935,3.11,9.5,0
0.052,90.0,0.9963,3.35,9.4,0
0.048,125.0,0.9967,2.92,9.4,0
0.044,110.0,0.9912,3.31,12.7,0
0.037,145.0,0.9981,3.09,9.7,0
0.058,153.0,0.9966,3.27,9.7,0
0.048,125.0,0.9967,2.92,9.4,0
0.052,90.0,0.9963,3.35,9.4,0
0.056,137.0,0.9935,3.11,9.5,0
0.037,71.0,0.9902,3.1,11.7,0
0.036,101.0,0.99,3.09,11.7,0
0.051,187.0,0.996,3.16,9.7,0
0.049,231.0,0.9966,3.24,9.5,0
0.069,157.0,0.9962,3.25,9.1,0
0.051,147.0,0.994,3.23,10.3,0
0.051,187.0,0.996,3.16,9.7,0
0.058,167.0,0.994,3.21,9.9,0
0.059,175.0,0.9944,3.22,9.9,0
0.056,178.0,0.9974,3.26,10.2,0
0.035,132.0,0.996,3.0,12.1,0
0.045,138.0,0.9922,3.15,11.3,1
0.031,128.0,0.9917,3.19,11.4,0
0.039,125.0,0.9918,3.17,12.2,0
0.058,150.0,0.9936,3.18,9.9,1
0.056,136.0,0.9938,3.63,10.3,0
0.039,125.0,0.9918,3.17,12.2,0
0.047,107.0,0.9939,3.52,10.4,0
0.031,128.0,0.9917,3.19,11.4,0
0.041,161.0,0.9981,3.13,9.9,0
0.051,96.0,0.9941,3.32,10.0,0
0.051,129.0,0.9928,3.21,11.5,0
0.041,163.0,0.9952,3.44,10.5,0
0.027,134.0,0.9898,3.28,12.5,1
0.045,120.0,0.9914,2.98,10.5,0
0.041,161.0,0.9981,3.13,9.9,0
0.051,157.0,0.9957,3.06,11.4,1
0.056,169.0,0.998,3.42,9.8,0
0.051,157.0,0.9957,3.06,11.4,1
0.067,166.0,0.9986,3.03,9.2,0
0.046,177.0,0.9983,3.08,8.9,0
0.046,179.0,0.9982,3.07,8.9,0
0.042,124.0,0.997,2.92,9.5,1
0.034,150.0,0.9947,3.21,11.5,0
0.042,124.0,0.997,2.92,9.5,1
0.034,150.0,0.9947,3.21,11.5,0
0.054,89.0,0.99416,2.96,9.5,0
0.049,164.0,0.99516,3.35,9.7,0
0.067,90.0,0.99496,3.17,9.7,0
0.048,147.0,0.9974,3.32,9.5,0
0.04,184.0,0.99579,3.16,9.4,0
0.06,162.0,0.9983,3.13,9.0,0
0.046,151.0,0.99471,3.6,10.6,0
0.048,147.0,0.9974,3.32,9.5,0
0.042,180.0,0.99644,3.16,9.1,0
0.04,184.0,0.99579,3.16,9.4,0
0.094,169.0,0.99699,3.05,8.8,0
0.047,171.0,0.99758,3.54,10.4,0
0.043,228.0,0.9977,3.13,8.9,0
0.031,141.0,0.99397,3.16,10.6,1
0.06,162.0,0.9983,3.13,9.0,0
0.046,151.0,0.99471,3.6,10.6,0
0.047,100.0,0.99243,3.28,10.6,0
0.048,186.0,0.9962,3.23,9.0,0
0.06,235.0,1.00182,3.08,8.8,0
0.042,101.0,0.99384,3.54,10.5,1
0.046,174.0,0.99582,3.16,9.5,0
0.048,186.0,0.9962,3.23,9.0,0
0.049,172.0,0.9924,3.14,10.4,0
0.046,133.0,0.99466,3.38,10.0,0
0.039,128.0,0.99212,2.97,10.4,0
0.157,132.0,0.99449,3.11,9.0,0
0.049,205.0,0.99748,3.24,9.3,0
0.157,132.0,0.99449,3.11,9.0,0
0.049,205.0,0.99748,3.24,9.3,0
0.061,134.0,0.99475,3.18,9.0,0
0.032,61.0,0.99189,3.06,11.5,0
0.056,159.0,0.99827,3.11,9.0,0
0.045,154.0,0.99752,3.52,10.4,0
0.056,159.0,0.99827,3.11,9.0,0
0.027,167.0,0.99479,3.08,10.6,0
0.045,154.0,0.99752,3.52,10.4,0
0.034,152.0,0.99642,3.47,8.5,0
0.055,169.0,1.00047,3.07,9.3,0
0.051,107.0,0.99382,3.53,10.5,1
0.06,156.0,0.99784,3.39,9.9,0
0.035,108.0,0.99486,3.4,10.4,0
0.053,94.0,0.99537,3.35,10.1,0
0.051,107.0,0.99382,3.53,10.5,1
0.067,178.0,0.99838,3.04,9.2,0
0.043,200.0,0.99566,3.17,9.4,0
0.033,91.0,0.99268,3.53,10.6,0
0.043,200.0,0.99566,3.17,9.4,0
0.148,149.0,0.99468,3.08,8.7,0
0.047,77.0,0.9933,3.61,10.2,0
0.046,66.0,0.99307,3.61,10.3,0
0.049,210.0,0.99907,3.06,9.5,0
0.049,210.0,0.99907,3.06,9.5,0
0.049,210.0,0.99907,3.06,9.5,0
0.049,210.0,0.99907,3.06,9.5,0
0.158,144.0,0.99471,3.17,9.4,0
0.157,145.0,0.99471,3.17,9.4,0
0.049,210.0,0.99907,3.06,9.5,0
0.037,97.0,0.99148,3.16,12.6,1
0.047,106.0,0.99383,3.52,10.5,1
0.047,150.0,0.99365,3.1,10.8,0
0.054,208.0,0.99272,3.18,9.9,0
0.037,97.0,0.99148,3.16,12.6,1
0.031,115.0,0.99235,3.38,12.2,1
0.041,150.0,0.99508,3.23,10.0,0
0.04,168.0,0.9946,3.29,10.6,1
0.042,202.0,0.99674,3.24,9.5,0
0.027,109.0,0.99018,3.34,12.8,1
0.031,115.0,0.99235,3.38,12.2,1
0.043,125.0,0.99084,3.34,12.6,1
0.058,125.0,0.99856,3.45,9.4,0
0.055,194.0,0.99591,3.21,9.0,0
0.051,126.0,0.9975,3.23,9.1,0
0.06,168.0,0.9944,3.06,9.4,0
0.04,143.0,0.99173,3.33,12.2,1
0.049,134.0,0.99378,3.21,10.0,0
0.053,159.0,0.99805,2.93,9.2,0
0.045,139.0,0.99534,3.11,9.3,0
0.035,126.0,0.99232,3.14,9.8,0
0.053,159.0,0.99805,2.93,9.2,0
0.036,132.0,0.99078,3.34,12.0,1
0.045,139.0,0.99534,3.11,9.3,0
0.029,80.0,0.99061,3.33,12.6,1
0.032,127.0,0.99182,3.31,12.2,0
0.061,144.0,0.9966,3.4,11.0,0
0.038,116.0,0.9912,3.25,12.0,1
0.045,153.0,0.99779,3.16,8.8,0
0.046,164.0,0.99814,3.17,8.9,0
0.035,84.0,0.99096,3.59,12.7,1
0.037,130.0,0.99379,3.1,11.8,0
0.053,178.0,0.99426,3.79,10.2,0
0.036,121.0,0.99228,3.24,9.9,0
0.041,148.0,0.99335,3.35,11.1,0
0.045,190.0,0.99595,3.22,9.4,0
0.049,119.0,0.99297,3.13,9.7,0
0.038,111.0,0.99687,3.11,9.7,0
0.049,119.0,0.99297,3.13,9.7,0
0.038,111.0,0.99687,3.11,9.7,0
0.054,175.0,0.99445,3.19,9.8,0
0.05,209.0,0.9986,3.25,9.3,0
0.032,161.0,0.99154,2.95,10.5,0
0.049,209.0,0.9981,3.47,9.3,0
0.024,106.0,0.98993,3.45,12.6,1
0.058,212.0,1.00241,3.44,8.9,0
0.048,118.0,0.99716,3.18,10.3,0
0.041,198.0,0.99437,3.29,10.6,0
0.067,180.0,0.9972,3.15,9.0,0
0.051,167.0,0.99756,3.48,9.7,0
0.041,90.0,0.99509,3.22,9.5,0
0.06,156.0,0.99572,3.49,10.3,0
0.051,167.0,0.99756,3.48,9.7,0
0.034,95.0,0.99175,3.21,12.3,1
0.032,149.0,0.99254,3.4,10.5,0
0.041,90.0,0.99509,3.22,9.5,0
0.043,211.0,0.99676,3.11,10.0,0
0.039,179.0,0.9979,3.08,8.8,0
0.031,98.0,0.99194,3.0,10.9,0
0.029,141.0,0.99077,2.95,12.2,0
0.168,184.0,0.99782,3.06,9.5,0
0.048,212.0,0.99942,3.47,10.0,0
0.04,202.0,0.99708,3.11,9.6,0
0.06,126.0,0.99353,3.13,8.7,0
0.044,89.0,0.99256,3.39,10.7,1
0.046,66.0,0.99199,3.43,11.1,0
0.024,130.0,0.9918,3.25,12.5,1
0.051,130.0,0.99354,3.3,10.4,0
0.028,93.0,0.99244,3.2,11.5,0
0.04,221.0,0.99831,3.05,9.4,0
0.157,129.0,0.99396,3.03,9.3,0
0.05,121.0,0.99724,3.17,10.1,0
0.05,102.0,0.99524,3.28,9.7,0
0.035,144.0,0.9927,3.49,10.5,0
0.053,182.0,0.99802,3.42,9.7,0
0.06,204.0,0.99512,3.59,9.2,0
0.092,138.0,0.99438,3.19,9.8,0
0.05,227.0,0.99679,3.12,9.0,0
0.05,188.0,0.99652,3.15,9.1,0
0.037,169.0,0.99698,3.25,10.4,0
0.03,144.0,0.99474,3.68,10.7,0
0.039,107.0,0.99511,3.59,10.5,1
0.099,202.0,0.99582,3.21,9.2,0
0.036,85.0,0.99125,3.28,11.5,0
0.034,57.0,0.99256,3.05,10.4,0
0.039,188.0,0.9911,3.3,12.0,0
0.036,150.0,0.99168,3.38,12.2,0
0.039,188.0,0.9911,3.3,12.0,0
0.05,90.0,0.99556,3.29,9.8,0
0.063,282.0,1.00098,3.1,9.3,0
0.084,191.0,0.99516,3.49,9.6,0
0.085,196.0,0.99516,3.49,9.5,0
0.042,144.0,0.99518,3.5,10.2,0
0.029,107.0,0.99347,3.24,10.4,1
0.025,74.0,0.9929,3.28,11.0,0
0.029,107.0,0.99347,3.24,10.4,1
0.042,160.0,0.99841,3.05,8.7,0
0.053,189.0,0.99362,3.29,9.9,0
0.053,186.0,0.99361,3.29,9.9,0
0.041,106.0,0.9914,3.06,11.3,0
0.042,83.0,0.99114,3.38,12.0,1
0.042,130.0,0.9925,3.43,10.7,1
0.043,156.0,0.99453,3.13,10.1,0
0.091,135.0,0.9938,3.25,9.6,1
0.093,136.0,0.9938,3.25,9.6,0
0.056,252.0,0.99806,3.29,8.7,0
0.059,199.0,0.9961,3.54,10.3,0
0.047,218.0,1.00016,2.98,9.1,0
0.037,101.0,0.9916,3.17,11.8,0
0.024,93.0,0.99116,3.15,11.9,0
0.046,77.0,0.99319,3.66,10.3,0
0.047,104.0,0.99517,3.09,10.0,0
0.044,107.0,0.99514,3.1,10.2,0
0.038,202.0,0.99566,3.12,10.0,0
0.034,125.0,0.99166,2.96,12.7,0
0.046,130.0,0.99587,3.04,9.6,0
0.044,188.0,0.99558,3.16,9.5,0
0.033,100.0,0.99117,3.17,12.7,0
0.036,109.0,0.99399,3.34,11.0,0
0.044,214.0,0.99741,3.1,9.1,0
0.034,111.0,0.99405,3.35,10.2,0
0.047,220.0,0.99622,3.38,10.1,0
0.045,208.0,1.00051,3.05,9.2,0
0.08,212.0,0.99803,3.47,9.4,0
0.034,111.0,0.99405,3.35,10.2,0
0.095,195.0,0.99773,3.53,9.2,0
0.05,106.0,0.99397,2.98,10.0,0
0.047,220.0,0.99622,3.38,10.1,0
0.044,204.0,0.99713,3.15,9.0,0
0.032,98.0,0.99274,3.16,9.5,0
0.07,207.0,1.00118,3.39,9.1,0
0.031,118.0,0.99176,3.05,13.3,1
0.045,198.0,0.9969,3.26,9.5,0
0.096,210.0,0.99771,3.56,9.2,0
0.036,117.0,0.99411,3.36,10.1,0
0.096,210.0,0.99771,3.56,9.2,0
0.036,117.0,0.99411,3.36,10.1,0
0.04,172.0,0.99194,3.27,11.2,0
0.04,230.0,0.99558,3.14,9.8,0
0.04,172.0,0.99194,3.27,11.2,0
0.04,230.0,0.99558,3.14,9.8,0
0.042,195.0,0.99577,3.22,9.4,0
0.045,177.0,0.99564,3.23,9.0,0
0.044,198.0,0.99578,3.21,9.4,0
0.054,229.0,0.99888,3.11,8.9,0
0.045,253.0,1.00014,3.02,9.1,0
0.034,148.0,0.99441,3.17,9.8,0
0.056,183.0,0.99594,3.17,9.4,0
0.05,150.0,0.99437,3.13,10.0,0
0.056,183.0,0.99594,3.17,9.4,0
